9.855186550977551585e-01,7.429000382016000270e-02,1.489713216078234759e-01,1.377511657602267237e-01,2.080880420063776215e-01,9.798584158887331252e-01,9.807865781677496120e-01,1.313721714625603887e-01,9.785059828225251000e-01,9.763118369931651497e-01,9.773409691728049964e-01,9.826038552191372899e-01,9.812262459863150266e-01,0.000000000000000000e+00
7.429000382016000270e-02,2.411424483492957127e-01,9.077369533512279209e-02,8.649089398663295514e-02,6.813200654734911932e-02,7.440486236812028642e-02,7.418887760331500936e-02,7.506182036074236785e-02,7.404520558643740147e-02,7.401609334542848251e-02,7.391040296021343659e-02,7.423589609791930721e-02,7.425105250893752895e-02,8.415207460140410045e-02
1.489713216078234759e-01,9.077369533512279209e-02,8.862217664750782209e-01,3.164684585798804295e-01,1.098503220701530364e-01,1.492869676787378919e-01,1.488213669030040154e-01,3.537027983640872453e-01,1.487932240647281690e-01,1.487874306174728212e-01,1.484902144573034544e-01,1.491764150597053029e-01,1.491745988270119505e-01,6.862463892031466124e-03
1.377511657602267237e-01,8.649089398663295514e-02,3.164684585798804295e-01,3.337506348990776917e-01,1.094008057106624493e-01,1.380331165573541463e-01,1.379252240200237734e-01,2.364914600125968547e-01,1.375501106470443657e-01,1.378567582758828958e-01,1.375913897723165247e-01,1.379043469645202247e-01,1.382255419749434944e-01,7.867222688029437347e-03
2.080880420063776215e-01,6.813200654734911932e-02,1.098503220701530364e-01,1.094008057106624493e-01,3.489123412446802353e-01,2.084097634914190700e-01,2.078047851026665616e-01,9.112996349059206136e-02,2.074023564158198885e-01,2.073208123463833319e-01,2.070247711000867130e-01,2.079364850081339977e-01,2.079789384706518807e-01,3.317933105579797849e-03
9.798584158887331252e-01,7.440486236812028642e-02,1.492869676787378919e-01,1.380331165573541463e-01,2.084097634914190700e-01,9.856542402234823586e-01,9.785245974805064639e-01,1.316358650707161737e-01,9.793135228142662019e-01,9.786631227717526027e-01,9.764250285069054902e-01,9.799890806146445144e-01,9.811915324598902144e-01,0.000000000000000000e+00
9.807865781677496120e-01,7.418887760331500936e-02,1.488213669030040154e-01,1.379252240200237734e-01,2.078047851026665616e-01,9.785245974805064639e-01,9.831051402428946373e-01,1.312308533064536764e-01,9.737946242458784818e-01,9.786279809903917215e-01,9.778461224263693685e-01,9.778782154649634517e-01,9.801584956658165870e-01,0.000000000000000000e+00
1.313721714625603887e-01,7.506182036074236785e-02,3.537027983640872453e-01,2.364914600125968547e-01,9.112996349059206136e-02,1.316358650707161737e-01,1.312308533064536764e-01,3.371883801962130556e-01,1.311613620545460102e-01,1.311472165342658369e-01,1.308997677835135598e-01,1.314991452643940184e-01,1.315030786171393629e-01,6.909741461722627640e-03
9.785059828225251000e-01,7.404520558643740147e-02,1.487932240647281690e-01,1.375501106470443657e-01,2.074023564158198885e-01,9.793135228142662019e-01,9.737946242458784818e-01,1.311613620545460102e-01,9.850033607028387816e-01,9.745477278179526248e-01,9.767980652305213729e-01,9.808233277034376085e-01,9.820211046275315603e-01,0.000000000000000000e+00
9.763118369931651497e-01,7.401609334542848251e-02,1.487874306174728212e-01,1.378567582758828958e-01,2.073208123463833319e-01,9.786631227717526027e-01,9.786279809903917215e-01,1.311472165342658369e-01,9.745477278179526248e-01,9.809360683945421711e-01,9.749546126023057591e-01,9.786295886299312130e-01,9.778757281707977089e-01,0.000000000000000000e+00
9.773409691728049964e-01,7.391040296021343659e-02,1.484902144573034544e-01,1.375913897723165247e-01,2.070247711000867130e-01,9.764250285069054902e-01,9.778461224263693685e-01,1.308997677835135598e-01,9.767980652305213729e-01,9.749546126023057591e-01,9.823851885545541451e-01,9.744433514861752244e-01,9.804715154655213594e-01,0.000000000000000000e+00
9.826038552191372899e-01,7.423589609791930721e-02,1.491764150597053029e-01,1.379043469645202247e-01,2.079364850081339977e-01,9.799890806146445144e-01,9.778782154649634517e-01,1.314991452643940184e-01,9.808233277034376085e-01,9.786295886299312130e-01,9.744433514861752244e-01,9.849260187832279412e-01,9.805115883682917755e-01,0.000000000000000000e+00
9.812262459863150266e-01,7.425105250893752895e-02,1.491745988270119505e-01,1.382255419749434944e-01,2.079789384706518807e-01,9.811915324598902144e-01,9.801584956658165870e-01,1.315030786171393629e-01,9.820211046275315603e-01,9.778757281707977089e-01,9.804715154655213594e-01,9.805115883682917755e-01,9.884109103494899129e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.415207460140410045e-02,6.862463892031466124e-03,7.867222688029437347e-03,3.317933105579797849e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.909741461722627640e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.378271434522603034e-01
